Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Country,Year,Decade,Decade Year,success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",07-Apr-70,11:10:00,Cosmos-3M (11K65M),Cosmos 330,Retired,,Success, Russia,1970,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-Apr-70,17:00:00,Cosmos-3M (11K65M),Cosmos 332,Retired,,Success, Russia,1970,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-Apr-70,17:09:00,Cosmos-3M (11K65M),Cosmos 336 to 343,Retired,,Success, Russia,1970,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-Nov-70,,Cosmos-3M (11K65M),Cosmos 378,Retired,,Success, Russia,1970,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02-Dec-70,04:00:00,Cosmos-3M (11K65M),Cosmos 381,Retired,,Success, Russia,1970,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12-Dec-70,13:00:00,Cosmos-3M (11K65M),Cosmos 385,Retired,,Success, Russia,1970,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",16-Dec-70,04:30:00,Cosmos-3M (11K65M),Cosmos 387,Retired,,Success, Russia,1970,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04-Jun-71,,Cosmos-3M (11K65M),Cosmos 426,Retired,,Success, Russia,1971,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",07-Sep-71,01:15:00,Cosmos-3M (11K65M),Cosmos 436,Retired,,Success, Russia,1971,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",10-Sep-71,03:38:00,Cosmos-3M (11K65M),Cosmos 437,Retired,,Success, Russia,1971,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",13-Oct-71,13:41:00,Cosmos-3M (11K65M),Cosmos 444 to 451,Retired,,Success, Russia,1971,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",20-Nov-71,18:00:00,Cosmos-3M (11K65M),Cosmos 457,Retired,,Success, Russia,1971,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30-Nov-71,16:39:00,Cosmos-3M (11K65M),Cosmos 460,Retired,,Success, Russia,1971,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-Dec-71,04:31:00,Cosmos-3M (11K65M),Cosmos 465,Retired,,Success, Russia,1971,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-Dec-71,13:00:00,Cosmos-3M (11K65M),Cosmos 468,Retired,,Success, Russia,1971,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-Feb-72,07:52:00,Cosmos-3M (11K65M),Cosmos 475,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",22-Mar-72,20:31:00,Cosmos-3M (11K65M),Cosmos 479,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-Mar-72,02:20:00,Cosmos-3M (11K65M),Cosmos 480,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",23-Jun-72,09:24:00,Cosmos-3M (11K65M),Cosmos 494,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",10-Jul-72,06:15:00,Cosmos-3M (11K65M),Cosmos 500,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",20-Jul-72,18:10:00,Cosmos-3M (11K65M),Cosmos 504 to 511,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",16-Aug-72,13:40:00,Cosmos-3M (11K65M),Cosmos 514,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-Sep-72,20:19:00,Cosmos-3M (11K65M),Cosmos 521,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",01-Nov-72,12:08:00,Cosmos-3M (11K65M),Cosmos 528 to 535,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-Dec-72,02:05:00,Cosmos-3M (11K65M),Cosmos 539,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-Dec-72,23:05:00,Cosmos-3M (11K65M),Cosmos 540,Retired,,Success, Russia,1972,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-Aug-73,10:08:00,Cosmos-3M (11K65M),Cosmos 582,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-Sep-73,01:50:00,Cosmos-3M (11K65M),Cosmos 585,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",14-Sep-73,00:31:00,Cosmos-3M (11K65M),Cosmos 586,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02-Oct-73,21:46:00,Cosmos-3M (11K65M),Cosmos 588 to 595,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30-Oct-73,19:00:00,Cosmos-3M (11K65M),Intercosmos-10,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-Nov-73,00:08:00,Cosmos-3M (11K65M),Cosmos 610,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04-Dec-73,15:00:00,Cosmos-3M (11K65M),Cosmos 614,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-Dec-73,09:43:00,Cosmos-3M (11K65M),Cosmos 617 to 624,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-Dec-73,04:12:00,Cosmos-3M (11K65M),Cosmos 627,Retired,,Success, Russia,1973,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-Jan-74,10:07:00,Cosmos-3M (11K65M),Cosmos 628,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06-Feb-74,00:33:00,Cosmos-3M (11K65M),Cosmos 631,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",23-Mar-74,14:14:00,Cosmos-3M (11K65M),Cosmos 641 to 648,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-Apr-74,17:10:00,Cosmos-3M (11K65M),Cosmos 650,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-May-74,06:15:00,Cosmos-3M (11K65M),Cosmos 655,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",18-Jun-74,13:00:00,Cosmos-3M (11K65M),Cosmos 660,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-Jun-74,09:03:00,Cosmos-3M (11K65M),Cosmos 661,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-Aug-74,15:00:00,Cosmos-3M (11K65M),Cosmos 675,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-Sep-74,17:40:00,Cosmos-3M (11K65M),Cosmos 676,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-Sep-74,14:57:00,Cosmos-3M (11K65M),Cosmos 677 to 684,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-Oct-74,11:29:00,Cosmos-3M (11K65M),Cosmos 687,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",18-Oct-74,22:36:00,Cosmos-3M (11K65M),Cosmos 689,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",31-Oct-74,10:00:00,Cosmos-3M (11K65M),Intercosmos-12,Retired,,Success, Russia,1974,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-Feb-75,14:01:00,Cosmos-3M (11K65M),Cosmos 711 to 718,Retired,,Success, Russia,1975,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-Apr-75,07:58:00,Cosmos-3M (11K65M),Aryabhata,Retired,,Success, Russia,1975,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12-Feb-76,13:00:00,Cosmos-3M (11K65M),Cosmos 803,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02-Jun-76,22:30:00,Cosmos-3M (11K65M),Cosmos 823,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-Jun-76,13:19:00,Cosmos-3M (11K65M),Cosmos 825 to 832,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-Jun-76,08:12:00,Cosmos-3M (11K65M),Cosmos 836,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-Jul-76,12:00:00,Cosmos-3M (11K65M),Intercosmos-16,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-Sep-76,07:04:00,Cosmos-3M (11K65M),Cosmos 858,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-Oct-76,12:39:00,Cosmos-3M (11K65M),Cosmos 864,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02-Dec-76,00:17:00,Cosmos-3M (11K65M),Cosmos 870,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",09-Dec-76,20:00:00,Cosmos-3M (11K65M),Cosmos 880,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-Dec-76,12:00:00,Cosmos-3M (11K65M),Cosmos 885,Retired,,Success, Russia,1976,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02-Feb-77,12:30:00,Cosmos-3M (11K65M),Cosmos 891,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-Feb-77,,Cosmos-3M (11K65M),Cosmos 893,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",24-Mar-77,22:11:00,Cosmos-3M (11K65M),Cosmos 899,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-Mar-77,,Cosmos-3M (11K65M),Cosmos 900,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-May-77,16:30:00,Cosmos-3M (11K65M),Cosmos 909,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-May-77,11:00:00,Cosmos-3M (11K65M),Cosmos 911,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04-Jul-77,22:20:00,Cosmos-3M (11K65M),Cosmos 924,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-Jul-77,17:30:00,Cosmos-3M (11K65M),Cosmos 926,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-Jul-77,08:40:00,Cosmos-3M (11K65M),Cosmos 930,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-Dec-77,11:00:00,Cosmos-3M (11K65M),Cosmos 965,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",13-Dec-77,15:53:00,Cosmos-3M (11K65M),Cosmos 967,Retired,,Success, Russia,1977,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",10-Jan-78,20:51:00,Cosmos-3M (11K65M),Cosmos 976 to 983,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-Feb-78,16:33:00,Cosmos-3M (11K65M),Cosmos 990,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-Feb-78,06:43:00,Cosmos-3M (11K65M),Cosmos 991,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-Mar-78,15:57:00,Cosmos-3M (11K65M),Cosmos 994,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-Jul-78,04:49:00,Cosmos-3M (11K65M),Cosmos 1027,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",16-Nov-78,21:45:00,Cosmos-3M (11K65M),Cosmos 1048,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",05-Dec-78,18:12:00,Cosmos-3M (11K65M),Cosmos 1051 to 1058,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-Dec-78,13:19:00,Cosmos-3M (11K65M),Cosmos 1062,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",26-Dec-78,13:30:00,Cosmos-3M (11K65M),Cosmos 1067,Retired,,Success, Russia,1978,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-Feb-79,10:00:00,Cosmos-3M (11K65M),Cosmos 1075,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-Feb-79,,Cosmos-3M (11K65M),Intercosmos-19,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-Mar-79,02:58:00,Cosmos-3M (11K65M),Cosmos 1081 to 1088,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-Mar-79,04:13:00,Cosmos-3M (11K65M),Cosmos 1089,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-Sep-79,21:00:00,Cosmos-3M (11K65M),Cosmos 1130 to 1137,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-Oct-79,16:36:00,Cosmos-3M (11K65M),Cosmos 1140,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",16-Oct-79,12:17:00,Cosmos-3M (11K65M),Cosmos 1141,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",01-Nov-79,,Cosmos-3M (11K65M),Intercosmos 20,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",05-Dec-79,09:00:00,Cosmos-3M (11K65M),Cosmos 1146,Retired,,Success, Russia,1979,1970,1970,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-May-67,11:00:00,Cosmos-3M (11K65M),Cosmos 158,Retired,,Success, Russia,1967,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30-Oct-67,18:00:00,Cosmos-3M (11K65M),Cosmos 189,Retired,,Success, Russia,1967,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",23-Nov-67,15:00:00,Cosmos-3M (11K65M),Cosmos 192,Retired,,Success, Russia,1967,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-Jan-68,22:00:00,Cosmos-3M (11K65M),Cosmos 200,Retired,,Success, Russia,1968,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",20-Feb-68,16:00:00,Cosmos-3M (11K65M),Cosmos 203,Retired,,Success, Russia,1968,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",07-May-68,13:57:00,Cosmos-3M (11K65M),Cosmos 220,Retired,,Success, Russia,1968,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30-Oct-68,22:00:00,Cosmos-3M (11K65M),Cosmos 250,Retired,,Success, Russia,1968,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30-Nov-68,12:00:00,Cosmos-3M (11K65M),Cosmos 256,Retired,,Success, Russia,1968,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",05-Mar-69,17:25:00,Cosmos-3M (11K65M),Cosmos 269,Retired,,Success, Russia,1969,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-Mar-69,16:40:00,Cosmos-3M (11K65M),Cosmos 272,Retired,,Success, Russia,1969,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",13-Aug-69,22:00:00,Cosmos-3M (11K65M),Cosmos 292,Retired,,Success, Russia,1969,1960,1960,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",14-Jan-80,19:49:00,Cosmos-3M (11K65M),Cosmos 1150,Retired,,Success, Russia,1980,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-Jan-80,20:36:00,Cosmos-3M (11K65M),Cosmos 1153,Retired,,Success, Russia,1980,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-Feb-80,23:32:00,Cosmos-3M (11K65M),Cosmos 1156 to 1163,Retired,,Success, Russia,1980,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",03-Apr-80,07:40:00,Cosmos-3M (11K65M),Cosmos 1171,Retired,,Success, Russia,1980,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",20-May-80,09:21:00,Cosmos-3M (11K65M),Cosmos 1181,Retired,,Success, Russia,1980,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",01-Jul-80,07:12:00,Cosmos-3M (11K65M),Cosmos 1190,Retired,,Success, Russia,1980,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",09-Jul-80,00:42:00,Cosmos-3M (11K65M),Cosmos 1192 to 1199,Retired,,Success, Russia,1980,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06-Mar-81,11:31:00,Cosmos-3M (11K65M),Cosmos 1250 to 1257,Retired,,Success, Russia,1981,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04-Jun-81,15:41:00,Cosmos-3M (11K65M),Cosmos 1275,Retired,,Success, Russia,1981,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06-Aug-81,11:49:00,Cosmos-3M (11K65M),Cosmos 1287 to 1294,Retired,,Success, Russia,1981,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12-Aug-81,05:46:00,Cosmos-3M (11K65M),Cosmos 1295,Retired,,Success, Russia,1981,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",23-Sep-81,08:00:00,Cosmos-3M (11K65M),Cosmos 1310,Retired,,Success, Russia,1981,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-Sep-81,21:00:00,Cosmos-3M (11K65M),Cosmos 1311,Retired,,Success, Russia,1981,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-Nov-81,18:08:00,Cosmos-3M (11K65M),Cosmos 1320 to 1327,Retired,,Success, Russia,1981,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-Dec-81,,Cosmos-3M (11K65M),Radio-Sputnik 3 to 8,Retired,,Success, Russia,1981,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",07-Jan-82,15:38:00,Cosmos-3M (11K65M),Cosmos 1331,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",14-Jan-82,07:51:00,Cosmos-3M (11K65M),Cosmos 1333,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-Feb-82,21:56:00,Cosmos-3M (11K65M),Cosmos 1339,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",31-Mar-82,09:00:00,Cosmos-3M (11K65M),Cosmos 1345,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-Apr-82,00:15:00,Cosmos-3M (11K65M),Cosmos 1349,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06-May-82,18:07:00,Cosmos-3M (11K65M),Cosmos 1357 to 1364,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06-Jun-82,17:10:00,Cosmos-3M (11K65M),Cosmos 1375,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-Jul-82,06:31:00,Cosmos-3M (11K65M),Cosmos 1388 to 1395,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30-Aug-82,19:55:00,Cosmos-3M (11K65M),Strela-2M satellite,Retired,,Success, Russia,1982,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12-Jan-83,14:02:00,Cosmos-3M (11K65M),Cosmos 1428,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-Jan-83,02:25:00,Cosmos-3M (11K65M),Cosmos 1429 to 1436,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",24-Mar-83,20:55:00,Cosmos-3M (11K65M),Cosmos 1447,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12-Apr-83,18:20:00,Cosmos-3M (11K65M),Cosmos 1452,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-Apr-83,12:00:00,Cosmos-3M (11K65M),Cosmos 1453,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06-Jul-83,00:31:00,Cosmos-3M (11K65M),Cosmos 1473 to 1480,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",03-Aug-83,12:40:00,Cosmos-3M (11K65M),Cosmos 1486,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-Nov-83,12:30:00,Cosmos-3M (11K65M),Cosmos 1508,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-Dec-83,06:13:00,Cosmos-3M (11K65M),Cosmos 1513,Retired,,Success, Russia,1983,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",05-Jan-84,20:09:00,Cosmos-3M (11K65M),Cosmos 1522 to 1529,Retired,,Success, Russia,1984,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-Jan-84,18:08:00,Cosmos-3M (11K65M),Cosmos 1531,Retired,,Success, Russia,1984,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",26-Jan-84,12:00:00,Cosmos-3M (11K65M),Cosmos 1534,Retired,,Success, Russia,1984,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-May-84,06:19:00,Cosmos-3M (11K65M),Cosmos 1550,Retired,,Success, Russia,1984,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-May-84,21:52:00,Cosmos-3M (11K65M),Cosmos 1559 to 1566,Retired,,Success, Russia,1984,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-Jun-84,19:40:00,Cosmos-3M (11K65M),Cosmos 1574,Retired,,Success, Russia,1984,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-Jun-84,04:59:00,Cosmos-3M (11K65M),Cosmos 1577,Retired,,Success, Russia,1984,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-Sep-84,09:30:00,Cosmos-3M (11K65M),Cosmos 1601,Retired,,Success, Russia,1984,1980,1980,#ERROR
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-Oct-84,14:43:00,Cosmos-3M (11K65M),Cosmos 1605,Retired,,Success, Russia,1984,1980,1980,#ERROR
